machine_id,operating_hours,temperature,vibration,pressure,humidity,failure_type,maintenance_required
1,7370,117.98925250725847,9.272272942036256,179.67800936624286,65.72914646712451,No Failure,0
2,960,152.64929756829002,8.17464820467736,51.38969925980499,70.96215646413151,Overheat,1
3,5490,103.98710543230452,7.477472416872525,186.08614061819577,54.17779523425534,No Failure,0
4,5291,150.17093299799254,3.413526975739768,28.545618576481342,52.01238466674714,No Failure,0
5,5834,56.08939779535601,0.7384546025609228,166.8329065423361,34.780509188001275,No Failure,0
6,6365,108.61294768505061,2.092863550744889,169.6616280774099,31.783779225098584,No Failure,0
7,566,168.62745164497687,4.52342151704927,58.97437395064639,30.77393411878884,No Failure,0
8,4526,170.4509045688502,9.5663787131426,191.99024750260878,89.4252053208932,Pressure Fault,1
9,5678,157.42231683135418,7.256256378786006,89.15375788523777,77.46242145289307,No Failure,0
10,8422,80.63579308547966,8.30000214716565,36.83865661846282,63.829072494863766,No Failure,0
11,1785,87.08076783959498,2.8452095793741123,122.42574565716167,35.00827416414381,No Failure,0
12,869,199.41330908967683,6.869847971789682,199.3567937686006,43.63611653037711,Vibration Fault,1
13,7049,65.50670108029398,8.638137619442164,180.86539430226594,44.55500013726133,No Failure,0
14,2533,77.09940483536141,4.846173997476186,62.93453696186947,53.43713842101082,No Failure,0
15,5411,69.50393834751989,4.355929416284511,119.62745388189137,49.53977560033507,Overheat,1
16,5151,99.14824455254234,7.222104682974609,31.919855338595156,85.39072289096077,No Failure,0
17,6520,81.5263752850885,5.643125693822988,97.750512824047,70.45667638019984,No Failure,0
18,1284,124.65319393216582,9.932393723621034,109.38331286132448,25.698367079283653,No Failure,0
19,4655,121.40310603201799,4.30851772721276,69.90287668291441,45.19697600472115,No Failure,0
20,3485,185.22584291769547,1.8418384455173675,101.99554575803107,29.307384064665065,No Failure,0
21,6496,55.21099211671722,4.772157022584497,184.78830705442297,39.55481884537818,No Failure,0
22,8766,97.9819365001645,2.4285294316675405,105.02615106414883,87.12251023478545,No Failure,0
23,9374,139.49868379956354,5.65641282586556,167.8881590078435,69.36844816224936,No Failure,0
24,2658,140.72026427659458,1.345390225135664,70.30418154105243,20.549653723456775,No Failure,0
25,7949,122.01893435213138,9.504765108136942,194.56680225077153,43.02029047097673,Overheat,1
26,2147,172.34983112219504,8.612246527247594,27.758014354585242,50.70912159240915,Overheat,1
27,2847,59.40832571216882,1.6400974313778172,121.26146289997796,62.175100032293706,No Failure,0
28,9267,172.32316483702039,1.806689935195396,160.0786810816925,54.980891258925524,Overheat,1
29,289,124.21313606535554,5.1731428774313635,164.66778739894667,24.884092542205323,Vibration Fault,1
30,2834,70.06410426155033,7.751525731713079,47.67341104953796,56.08832280784372,No Failure,0
31,3105,182.85528703107164,2.268885423108542,86.31271885014738,29.118149323715247,Humidity Fault,1
32,4758,147.38431693114453,0.7036200236393653,128.59727276817958,56.34398381121482,Pressure Fault,1
33,1999,74.5318530236209,5.500789338167889,70.01771485675916,37.22480269804737,No Failure,0
34,7834,55.04745850985399,6.946811429609898,135.07624289056122,30.093460935299014,No Failure,0
35,1367,71.16644724989739,2.5192183637978984,81.96832754941349,40.15460573738464,No Failure,0
36,1628,141.31969402705903,7.423701098731318,76.66460129119224,26.97354549719299,No Failure,0
37,3656,76.89443528900728,9.511373470951625,30.532952583177824,39.878860632386974,No Failure,0
38,3990,83.86446123125421,1.4570369825861815,17.45804698207869,80.68528931986656,Overheat,1
39,8938,53.77095886344713,5.159187746556083,168.70202010231458,41.501948801445195,No Failure,0
40,5493,158.43960083579054,0.6627353117476678,103.0134535096541,52.91554239018421,No Failure,0
41,8892,171.55465996391558,2.1459439715840842,116.94589530971126,56.38658507537257,No Failure,0
