machine_id,operating_hours,temperature,vibration,pressure,humidity,failure_type,maintenance_required
-1.7318776111475085,0.8265458330269191,-0.15691730301108034,1.4613885027076645,1.377266302589135,0.5175892508302466,No Failure,-0.4243586283518825
-1.7315312009842627,-1.4210646950212364,0.6479279571963615,1.0783789729748705,-0.9703730545099317,0.7762939495445876,Overheat,2.356497389681423
-1.731184790821017,0.16734024913760043,-0.4820629191278528,0.8351036881350483,1.494533270406074,-0.053475746590385946,No Failure,-0.4243586283518825
-1.7308383806577712,0.09756263680038,0.5903775421880256,-0.5829855542897449,-1.3884131927300223,-0.16052730750474783,No Failure,-0.4243586283518825
-1.7304919704945252,0.2879608453386247,-1.5943016048686867,-1.5164359192275454,1.142204597353729,-1.0124207983564188,No Failure,-0.4243586283518825
-1.7301455603312794,0.4741513586605546,-0.3746456550985026,-1.0438230883997264,1.193969391827233,-1.160570357142737,No Failure,-0.4243586283518825
-1.7297991501680337,-1.5592173546235724,1.018958680117842,-0.19569455049656936,-0.8315756785039716,-1.210494143668166,No Failure,-0.4243586283518825
-1.7294527400047877,-0.17067793323968847,1.0613013095173889,1.5640149370883147,1.6025767365556218,1.6890530489096902,Pressure Fault,2.356497389681423
-1.729106329841542,0.2332608075265323,0.7587628370700483,0.7579116863214398,-0.27930159024864176,1.0976480261549417,No Failure,-0.4243586283518825
-1.7287599196782961,1.1954204469905165,-1.024306676424519,1.1221204749003073,-1.2366529701413667,0.42365515461987807,No Failure,-0.4243586283518825
-1.7284135095150504,-1.1317856488995939,-0.8746471080693023,-0.7812964808863297,0.32956626308484493,-1.0011607645394884,No Failure,-0.4243586283518825
-1.7280670993518044,-1.4529730504116236,1.7338409430277253,0.6230768040422985,1.7373824248181382,-0.5746254892031466,Vibration Fault,2.356497389681423
-1.7277206891885586,0.7139899859904981,-1.3756212223281592,1.2401108078571144,1.3989951070727362,-0.529198572990777,No Failure,-0.4243586283518825
-1.7273742790253128,-0.8695059804159715,-1.1064255922063397,-0.08307201973450408,-0.7591058288507825,-0.09009165174453983,No Failure,-0.4243586283518825
-1.727027868862067,0.139639588963528,-1.2828008736302172,-0.25413990851777113,0.2783583245063355,-0.28276586312194363,Overheat,2.356497389681423
-1.726681458698821,0.04847285927670734,-0.5944267154536241,0.7459946581176344,-1.326665625735519,1.489600045360885,No Failure,-0.4243586283518825
-1.7263350485355753,0.5285007552046207,-1.003626355296311,0.1950194664067517,-0.12198343537592021,0.7513044935920027,No Failure,-0.4243586283518825
-1.7259886383723295,-1.3074569241807368,-0.002173082087754444,1.691733666693305,0.09089347584161755,-1.4614153233545484,No Failure,-0.4243586283518825
-1.7256422282090838,-0.1254452096643044,-0.07764378147909788,-0.2706839313674228,-0.6315872063886967,-0.4974611649850479,No Failure,-0.4243586283518825
-1.7252958180458378,-0.5356954932549973,1.404392008879895,-1.1314167843432619,-0.044300547669827765,-1.2829960861675287,No Failure,-0.4243586283518825
-1.724949407882592,0.5200853647719912,-1.614699173473887,-0.10889979655167373,1.4707832876465439,-0.7763929019474514,No Failure,-0.4243586283518825
-1.7246029977193462,1.3160410431915408,-0.6215097012444725,-0.9266945044459085,0.011158662031916167,1.5752145431886584,No Failure,-0.4243586283518825
-1.7242565875561005,1.5292309341514907,0.3425559029494351,0.19965593096691514,1.1615154154449923,0.6975056754322168,No Failure,-0.4243586283518825
-1.7239101773928545,-0.8256758219126923,0.3709223766562387,-1.3046493955930814,-0.6242434423436468,-1.7159526428413305,No Failure,-0.4243586283518825
-1.7235637672296087,1.029567127214108,-0.06334355470005013,1.5425152413588417,1.6497269510021975,-0.6050701272314963,Overheat,2.356497389681423
-1.723217357066363,-1.0048535098740976,1.1053965215475652,1.2310762674461795,-1.4028261245677447,-0.22495681961822997,Overheat,2.356497389681423
-1.7228709469031172,-0.7594046222557342,-1.5172323628029798,-1.2018130940504668,0.30826022186184837,0.34188759677922154,No Failure,-0.4243586283518825
-1.7225245367398712,1.4917123184726837,1.1047773003898214,-1.1436816449563885,1.0186042045745916,-0.013773029565229728,Overheat,2.356497389681423
-1.7221781265766254,-1.656344985866839,-0.012391721091125352,0.031021798203878712,1.1025835367160723,-1.5016706733168248,Vibration Fault,2.356497389681423
